Date,Product,Category,Quantity,UnitPrice,Region,Sales
2023-11-28,Desk Chair,Electronics,5,1126.0,West,5630.0
2023-11-28,USB Cable,Electronics,2,266.0,North,532.0
2023-11-30,Headphones,Furniture,2,1407.0,South,2814.0
2023-11-30,Keyboard,Accessories,4,1157.0,North,4628.0
2023-12-03,Desk Chair,Furniture,5,893.0,East,4465.0
2023-12-04,Webcam,Electronics,1,1138.0,East,1138.0
2023-12-05,Webcam,Accessories,13,422.0,West,5486.0
2023-12-06,USB Cable,Electronics,7,961.0,North,6727.0
2023-12-06,Webcam,Accessories,2,1251.0,North,2502.0
2023-12-08,USB Cable,Furniture,4,693.0,West,2772.0
2023-12-08,Headphones,Furniture,2,1417.0,East,2834.0
2023-12-09,Keyboard,Accessories,8,679.0,South,5432.0
2023-12-10,Desk Chair,Electronics,7,519.0,East,3633.0
2023-12-10,Monitor,Furniture,8,757.0,South,6056.0
2023-12-10,Webcam,Electronics,6,209.0,East,1254.0
2023-12-11,Keyboard,Electronics,13,1192.0,West,15496.0
2023-12-12,Laptop,Electronics,14,539.0,West,7546.0
2023-12-13,Laptop,Electronics,12,1013.0,East,12156.0
2023-12-13,USB Cable,Electronics,4,280.0,East,1120.0
2023-12-13,Mouse,Accessories,8,198.0,North,1584.0
2023-12-13,Desk Chair,Electronics,8,1157.0,South,9256.0
2023-12-14,Headphones,Furniture,2,1491.0,North,2982.0
2023-12-15,Monitor,Accessories,10,836.0,South,8360.0
2023-12-15,Desk Chair,Accessories,4,1018.0,North,4072.0
2023-12-17,Keyboard,Electronics,12,825.0,West,9900.0
2023-12-18,Laptop,Accessories,13,871.0,North,11323.0
2023-12-18,USB Cable,Furniture,8,352.0,South,2816.0
2023-12-18,Keyboard,Accessories,3,980.0,East,2940.0
2023-12-18,Desk Chair,Accessories,10,1181.0,South,11810.0
2023-12-18,Mouse,Electronics,3,1229.0,South,3687.0
2023-12-19,Laptop,Accessories,11,1157.0,East,12727.0
2023-12-19,USB Cable,Accessories,1,800.0,West,800.0
2023-12-20,Mouse,Accessories,10,1468.0,West,14680.0
2023-12-20,USB Cable,Furniture,10,430.0,East,4300.0
2023-12-21,Mouse,Electronics,6,213.0,South,1278.0
2023-12-21,Desk Chair,Furniture,8,579.0,East,4632.0
2023-12-21,Laptop,Furniture,3,1218.0,North,3654.0
2023-12-22,Keyboard,Furniture,4,496.0,South,1984.0
2023-12-22,Headphones,Accessories,4,70.0,East,280.0
2023-12-23,Headphones,Electronics,4,906.0,West,3624.0
2023-12-26,Webcam,Accessories,4,61.0,North,244.0
2023-12-26,Webcam,Electronics,6,1293.0,East,7758.0
2023-12-26,Headphones,Furniture,2,439.0,North,878.0
2023-12-27,Desk Chair,Accessories,2,736.0,North,1472.0
2023-12-27,Mouse,Accessories,3,391.0,West,1173.0
2023-12-28,Keyboard,Accessories,11,1424.0,East,15664.0
2023-12-28,Mouse,Accessories,14,667.0,South,9338.0
2023-12-29,Webcam,Accessories,1,385.0,East,385.0
